id,name,surname,sex,age
1484,DARYL,ROLDAN,1,45
1485,ALFRED,BUDINICH,1,90
1486,DUSTY,SNELLBAKER,1,84
1487,HAI,COPPIN,1,71
1488,RONDA,BRIDGEFORD,0,98
1489,JUAN,CHELETTE,0,51
1490,RIVKA,LOFT,0,97
1491,ROLANDO,MIAH,1,74
1492,LEE,ABINA,0,75
1493,MADELINE,VONK,0,86
1494,JOSPEH,DEUBNER,1,31
1495,CHRISTOPHER,ARDS,1,36
1496,NICK,TABONE,1,51
1497,JOHNATHAN,BAKSI,1,43
1498,JOSE,WENTLAND,1,88
1499,CHIN,PENATAC,0,72
1500,DELORES,HARMS,0,66
1501,ALECIA,FANNING,0,36
1502,CHRISTOPHER,DORNBUSCH,1,87
1503,MYESHA,MEGEE,0,90
1504,LACRESHA,BRIMMER,0,39
1505,WANDA,DOTO,0,60
1506,JOYCE,LEJUNE,0,23
1507,ARDELLE,BRISCOE,0,58
1508,ALENA,TAGALOG,0,73
1509,ERYN,CHHON,0,65
1510,CHAU,ARTIS,0,30
1511,SHERON,MARTELLI,0,66
1512,LIZETH,MCSPARREN,0,19
1513,MITCHELL,BOLLICH,1,74
1514,LAUREN,PUTZER,1,96
1515,HWA,PEINADO,0,90
1516,MONROE,YLONEN,1,91
1517,RETHA,ESSLER,0,87
1518,ENA,DOBBS,0,29
1519,RODGER,HOLTZLANDER,1,95
1520,LEIF,OBERDIER,1,65
1521,JAMAR,GOUZALEZ,1,23
1522,ANNELIESE,BORCUK,0,46
1523,ANGEL,PALERMO,0,32
1524,LOREAN,SCHOENLE,0,63
1525,TULA,GOEN,0,56
1526,ERNIE,IACOVISSI,1,88
1527,BRENTON,HEWS,1,99
1528,JAIMIE,GAIBLER,0,19
1529,BOOKER,REDA,1,64
1530,EMILIO,MINS,1,73
1531,LYDIA,ABELLA,0,30
1532,TREVOR,HUGAR,1,24
1533,STACEE,SEMIDEY,0,65
1534,NATISHA,NAB,0,69
1535,EDWARDO,DECLOUETTE,1,34
1536,DEBROAH,YOW,0,25
1537,GARFIELD,HEHN,1,69
1538,SHAUN,WANSCHEK,1,32
1539,BUD,GYGER,1,60
1540,SEASON,GOTHIER,0,76
1541,SAMMY,RONEY,1,58
1542,BIANCA,HETZLER,0,61
1543,DARRIN,MORIE,1,70
1544,LOURDES,SLINKER,0,59
1545,LUCIEN,SCHOENROCK,1,19
1546,CARTER,AIHARA,1,40
1547,SHELLIE,HOWSARE,0,89
1548,TORRIE,BRADBY,0,73
1549,EVERETT,COSTEN,1,20
1550,CARLTON,AVERETT,1,29
1551,CHUN,BRADICK,0,99
1552,AMY,HOWEN,0,18
1553,TONEY,STUMP,1,39
1554,ONA,KLUEVER,0,46
1555,MICAELA,NORDES,0,43
1556,LATORIA,STEINHOUSE,0,75
1557,JOVITA,GILLEN,0,40
1558,DYLAN,KERBOW,1,92
1559,ROSELLA,GATH,0,33
1560,SAUNDRA,STAPP,0,80
1561,BUENA,FLOREZ,0,61
1562,CAROLINE,ARGUELLES,0,59
1563,ANTONE,HURN,1,31
1564,SOO,CHRISTIAN,0,93
1565,DEXTER,HEYING,1,88
1566,CORINA,COURIER,0,71
1567,BEN,THOMASSEN,1,73
1568,KASHA,WIDDOES,0,98
1569,HORTENSIA,RITER,0,29
1570,REINALDO,SEVICK,1,85
1571,ELEANORA,MIDDAUGH,0,59
1572,DOYLE,TOREY,1,60
1573,EILEEN,CANTWELL,0,95
1574,TEREASA,JENKIN,0,61
1575,GUILLERMINA,AHLHEIM,0,58
1576,MARIELLA,THURBY,0,25
1577,BROOKS,SCHNORBUS,1,86
1578,JOSH,VANDYK,1,65
1579,MARG,SAR,0,37
1580,JODI,GRIMARD,0,64
1581,ARLETHA,THOEN,0,48
1582,JOSEF,MELLORS,1,85
1583,DARELL,GENTZ,1,24
1584,JEFFREY,GARN,0,62
1585,VONDA,TEIGEN,0,79
1586,LYLE,EMPSON,1,18
1587,LINWOOD,CHHABRA,1,25
1588,LADY,HEICK,0,24
1589,DESIREE,BOUDIN,0,75
1590,WALLY,LATHROP,1,81
1591,GEOFFREY,STREAT,1,97
1592,SHERRIL,STURCH,0,81
1593,ISAIAH,PAULSHOCK,1,64
1594,ILANA,GOCHIE,0,90
1595,AMBROSE,ANDROSKY,1,81
1596,NICKOLAS,MASCAGNI,1,22
1597,CORINA,PERKINS,0,28
1598,JACKI,HOLDEMAN,0,53
1599,MARIANO,HEROUT,1,25
1600,WILMA,STAVES,0,83
1601,SHELDON,WELTON,1,34
1602,LAN,ARTURO,0,95
1603,AHMED,LUSE,1,21
1604,GAYE,ZIEN,0,31
1605,CLARK,MARKUSON,1,59
1606,HEDWIG,RETTER,0,84
1607,IMA,MOFFETT,0,47
1608,POK,TRIMIS,0,81
1609,ALEJANDRINA,PATRYLAK,0,40
1610,IZOLA,ZYGMONT,0,85
1611,BRITTENY,KNOP,0,67
1612,NOEL,CAMPAGNE,1,47
1613,HEATHER,STRATAKOS,0,93
1614,THEOLA,PICCARD,0,35
1615,JOESPH,CONDER,1,68
1616,VINNIE,MAYZE,0,30
1617,JULIO,BEMBI,0,97
1618,MARCELLUS,BONADURER,1,23
1619,ROLF,HEINLE,1,91
1620,JUAN,BRONSTON,0,48
1621,BARRETT,DAHME,1,62
1622,ESTEFANA,SWINEA,0,44
1623,EULAH,VALENTIA,0,32
1624,JEAN,PFENNING,1,62
1625,JOHNIE,STICKFORD,1,33
1626,VAN,DIESTLER,0,57
1627,LARISSA,ERPS,0,47
1628,EDWIN,HODGKINSON,1,33
1629,JOVITA,SWIDER,0,81
1630,EARLEEN,REETZ,0,55
1631,MOZELL,MOGLE,0,68
1632,FEDERICO,JAQUESS,1,44
1633,VIRGIL,CAILLIER,1,91
1634,TAINA,MARKLE,0,84
1635,JOHN,DIFIORE,1,62
1636,NAN,HAMPER,0,71
1637,TOBIAS,RUOCCO,1,86
1638,ANNETT,BJORN,0,32
1639,BOYD,KOCHHEISER,1,51
1640,RAINA,LIEBER,0,57
1641,COREY,ERICHSON,1,49
1642,AUGUSTINE,LANGON,1,54
1643,ERNEST,SINGLEY,1,51
1644,TEDDY,OLPIN,1,98
1645,TREASA,KRIEGSHAUSER,0,45
1646,ETHELYN,FLEMM,0,97
1647,CAROLINA,HOLLERUD,0,70
1648,BETH,MARET,0,51
1649,WANETTA,WILSHUSEN,0,66
1650,LINDY,BOGG,0,83
1651,TAMIKA,LEVITAN,0,58
1652,VERTIE,ALFONZO,0,86
1653,TWILA,BOMILLA,0,61
1654,BARRETT,TRANK,1,85
1655,CAROLA,SEGREST,0,96
1656,AISHA,SAFFOLD,0,65
1657,SALVADOR,GRUNER,1,77
1658,MARYLN,SERINI,0,49
1659,BRANDY,LAGARD,0,78
1660,OLLIE,COOMBS,0,27
1661,JAMES,KNOCKE,1,35
1662,GEORGEANN,ELSTON,0,92
1663,JUAN,VERBURG,1,45
1664,MARANDA,MAUK,0,39
1665,LAKIESHA,SORBERA,0,99
1666,DANIA,BOLKA,0,93
1667,GREGG,MESICK,1,52
1668,HERIBERTO,MASCIO,1,77
1669,JOSHUA,GIEFER,0,55
1670,ROBBIE,MAGALDI,0,74
1671,ALETHEA,CARAHER,0,52
1672,TOMEKA,SUNDBORG,0,79
1673,DEWAYNE,MOORELAND,1,20
1674,LUDIE,GULBRAA,0,85
1675,ISIDRO,DAD,1,31
1676,MICHEAL,EON,1,98
1677,KATHARYN,TOREZ,0,80
1678,JOHNIE,ALBERO,1,99
1679,JEANELLE,PANDO,0,59
1680,DAWNE,MELOAN,0,83
1681,GLEN,GOLDKLANG,1,53
1682,KEVEN,BLEVANS,1,97
1683,FREDDIE,MCCRAKEN,0,37
1684,TA,KORTKAMP,0,39
1685,JOHNNIE,TERRACINA,1,37
1686,BENNETT,NEERING,1,37
1687,NOAH,EALICK,1,57
1688,TRAVIS,SULIN,1,35
1689,JAKE,MIKER,1,40
1690,JOLANDA,VANNI,0,73
1691,TUAN,DIDIER,1,55
1692,CAROL,BESSMER,1,42
1693,ARNULFO,SICHTA,1,85
1694,FELIX,ARSENAULT,1,57
1695,ROBIN,DELNERO,0,27
1696,FERNANDA,THRESHER,0,78
1697,AUSTIN,ARDIS,1,87
1698,JEREMIAH,ROSAL,1,30
1699,WINFRED,HINOTE,1,49
1700,NIGEL,MULVANEY,1,25
1701,SHAUNA,BEEGLE,0,81
1702,LU,ESPINOLA,0,26
1703,CANDYCE,DUDDING,0,76
1704,REYES,CHAPPEL,1,74
1705,BRYANT,SIMEONA,1,87
1706,TAMATHA,DEVIN,0,96
1707,ALESSANDRA,AKMAL,0,85
1708,LAWRENCE,HONTZ,1,37
1709,LADAWN,CANTARANO,0,90
1710,ROBERTO,HOSSEINI,1,61
1711,LAURENCE,MUTART,0,89
1712,CHANTAL,SCHUNK,0,34
1713,MINDA,WINFREY,0,59
1714,HUGO,RIESEN,1,30
1715,STEVIE,LONGFIELD,1,69
1716,BRITTENY,SEEHUSEN,0,46
1717,ALAN,NGUYAN,1,35
1718,ROSITA,MUSCOLINO,0,84
1719,TRESSIE,GWILT,0,98
1720,MERNA,BOWLE,0,69
1721,DONG,SILVERNESS,1,86
1722,CURTIS,VEN,1,38
1723,LEILA,SPINNEY,0,43
1724,JEAN,GREGA,1,81
1725,KIP,HARER,1,32
1726,FAUSTINO,LONGWORTH,1,55
1727,ESTELA,NAMISNAK,0,75
1728,KAMALA,CRANSHAW,0,83
1729,KENDALL,JOACHIN,1,78
1730,RUBEN,TISDELL,1,28
1731,ARLEAN,DESOTO,0,28
1732,KYLE,LORENZANO,1,83
1733,ELWOOD,SABADO,1,44
1734,ALLA,MILLETTE,0,66
1735,RONNA,HUNGER,0,39
1736,COLUMBUS,CHICALACE,1,30
1737,BILL,KRIDEL,1,61
1738,STEPHEN,SABE,1,52
1739,ALDEN,LINHARDT,1,59
1740,WILBERT,HEIKEN,1,93
1741,DEONNA,TOUHEY,0,38
1742,DEBRAH,ROSSELLE,0,41
1743,DESMOND,DUNSCOMB,1,88
1744,ELDEN,MALLECK,1,67
1745,BERRY,VILLARD,1,51
1746,CHRISTENA,MCCLYMONDS,0,35
1747,LEE,MALIN,1,18
1748,GONZALO,STMARIE,1,30
1749,FRANCISCO,BRACE,1,47
1750,FLOY,BURROWES,0,86
1751,COLTON,KROH,1,22
1752,ELMER,YZQUIERDO,1,32
1753,LEEANNE,BOTTORF,0,79
1754,ASTRID,DOWST,0,96
1755,DIMPLE,HOLLENBACH,0,33
1756,MOHAMMED,GEISINGER,1,32
1757,RUFUS,KLINGERMAN,1,53
1758,GARLAND,FREID,1,29
1759,TERESE,IMBROGNO,0,98
1760,KELVIN,AKMAL,1,52
1761,ZENAIDA,SPRAGGS,0,39
1762,ROSS,BAILLE,1,93
1763,CHERELLE,POIRER,0,29
1764,YURI,RIENZO,0,89
1765,ELVIN,OLDS,1,40
1766,SIMONA,RUBEN,0,66
1767,RANDALL,PLASSE,1,29
1768,MARYLEE,NOVOSEL,0,30
1769,TERRA,TRISCHITTA,0,56
1770,FRANSISCA,DEGMAN,0,69
1771,HERB,SNELLENBERGER,1,48
1772,MELVINA,MAYEDA,0,79
1773,CARLOS,BIEMER,1,85
1774,MITCHELL,FEHER,1,19
1775,LOUIS,MOLES,1,66
1776,TRINH,REMY,0,31
1777,TIFFANIE,COLCORD,0,95
1778,COY,PREVITE,1,26
1779,AMELIA,GYGER,0,62
1780,ANTWAN,STURTEVANT,1,95
1781,LOLITA,KOFFLER,0,63
1782,NORINE,CANTOS,0,75
1783,RANDAL,KIBBEE,1,27
1784,DARON,KEEVER,1,97
1785,CHRISTOPER,MANASSA,1,44
1786,MORTON,YUILL,1,86
1787,KAY,COLBORN,0,28
1788,CLEOPATRA,BROCKS,0,28
1789,BREANNE,BASGALL,0,25
1790,ASIA,ZADOROZNY,0,51
1791,SOMMER,CELIA,0,74
1792,VAN,YOUKET,1,59
1793,MICHEAL,ULATOWSKI,1,24
1794,BETSY,BLACKABY,0,87
1795,ARA,GIBAS,0,88
1796,TRUMAN,KARMA,1,42
1797,LYNNETTE,PRIDHAM,0,35
1798,ODA,CHIARO,0,19
1799,DAVID,SMARR,1,27
1800,FLOYD,STRAUSBAUGH,1,65
1801,BENTON,POTEETE,1,50
1802,HUGH,DITORE,1,33
1803,KAREEN,TALTY,0,89
1804,JASON,MATLOW,1,49
1805,MAIDA,VEGH,0,86
1806,RICHIE,MUSIL,1,35
1807,HANNA,ADALJA,0,86
1808,RASHAD,MIHM,1,54
1809,ROBERTO,LUCATERO,1,91
1810,BUENA,GUYOT,0,86
1811,REED,HOTCHKIN,1,61
1812,JOSIAH,PATRUM,1,32
1813,SHANNON,TREBON,1,64
1814,LAVERA,BOLUDA,0,34
1815,TIARA,KOTTWITZ,0,40
1816,DONETTE,CHOPRA,0,73
1817,NOVA,DERKAS,0,82
1818,SALOME,SUMMERS,0,80
1819,FRANCISCO,DUHAIME,1,63
1820,MARJORY,SCHIESS,0,83
1821,GASTON,KLIMKO,1,89
1822,SUE,GLINSKI,0,66
1823,BOB,LEACHMAN,1,30
1824,BENNY,MCCRAKEN,1,47
1825,LEONA,ZAPPAVIGNA,0,92
1826,ALPHONSO,GIANUNZIO,1,74
1827,LAVERN,LANGIN,0,20
1828,HONG,DAMORO,1,25
1829,PETRA,VANBEVEREN,0,26
1830,GUILLERMINA,MAYOKA,0,74
1831,ADRIAN,FREWING,0,65
1832,COLBY,THEIN,1,30
1833,PORTIA,WEISENBERGER,0,64
1834,LUCILLE,PEARLE,0,73
1835,JOHNNIE,MINNIER,0,28
1836,ANGELLA,BEIERLE,0,37
1837,CHARLSIE,MURFIN,0,87
1838,RAPHAEL,FLEISNER,1,24
1839,COLBY,DOSSMAN,1,99
1840,MADELINE,KAZIN,0,90
1841,MELINA,CONKIN,0,34
1842,TRACIE,ESQUIUEL,0,82
1843,FERDINAND,SMIALEK,1,85
1844,PATRICA,LEMBO,0,82
1845,HOWARD,YASIKA,1,30
1846,HOLLIS,NURMI,1,27
1847,NATIVIDAD,MEYEROWITZ,0,40
1848,TINISHA,ASHMORE,0,67
1849,LEROY,MOLACEK,1,54
1850,BONITA,ELLEBRECHT,0,40
1851,BARTON,KARCZEWSKI,1,96
1852,LAZARO,MELLS,1,85
1853,SHENITA,ABDULLAI,0,97
1854,LATASHIA,SOLIS,0,67
1855,ORALEE,MARLBOROUGH,0,51
1856,LINO,BROCKETT,1,39
1857,FARAH,LABS,0,79
1858,JULIO,ELLERMANN,1,22
1859,VICKI,GOERNER,0,44
1860,JULIETTA,TESTERMAN,0,80
1861,HILTON,SMILLIE,1,68
1862,EMILE,ROSENCRANZ,1,99
1863,MICKIE,MADUENO,0,75
1864,NEIDA,LEONHART,0,65
1865,CLARENCE,ZEIMET,1,94
1866,KATHARYN,HOUSEY,0,67
1867,RACHAL,MIRABELLA,0,70
1868,YOULANDA,GHEEN,0,49
1869,RICHARD,MUNN,1,21
1870,CLAIRE,SAMELE,0,83
1871,JACLYN,VAULET,0,44
1872,ROBIN,MCMILLION,1,64
1873,SHAMEKA,KAUER,0,42
1874,WAN,DRINKARD,0,35
1875,DAYNA,MCADAMS,0,68
1876,FRANK,LENHARD,1,81
1877,VINCENZA,LATTIMER,0,57
1878,HOUSTON,CASTELL,1,92
1879,ROSS,AKONI,1,82
1880,GARTH,FLUD,1,96
1881,ASHANTI,BROOM,0,24
1882,EDIE,SAMMARCO,0,67
1883,CLEMENTINE,VISEL,0,66
1884,COLE,ROLPH,1,40
1885,WALTON,SALLAS,1,57
1886,DARIA,TAUBE,0,38
1887,ROSENDO,HEUBUSCH,1,62
1888,ADAN,TUUKANEN,1,47
1889,CESAR,BUIE,1,47
1890,CRISTY,SINKEY,0,20
1891,ROLANDA,LAMBKA,0,34
1892,DETRA,GUSTASON,0,95
1893,LEIDA,CALAMARI,0,62
1894,KACEY,GARSEE,0,84
1895,OLEN,FICKLEN,1,84
1896,PAT,MALLAHAN,1,98
1897,DEANDRE,POWELLS,1,80
1898,FELTON,DOUD,1,61
1899,GILBERTO,LUTZE,1,32
1900,LATRISHA,MCCONNELL,0,84
1901,NONA,PULLIS,0,85
1902,FRANKIE,SWELT,1,99
1903,NAN,GALARDO,0,50
1904,BRANT,KONOPKA,1,37
1905,ELIZBETH,WATSKY,0,74
1906,KIP,MCENTYRE,1,99
1907,ALLEN,LARCHE,0,52
1908,IGNACIA,HENNAGIN,0,91
1909,DORSEY,GITTINGER,1,77
1910,VON,CAZAREZ,1,92
1911,DEMARCUS,LATONA,1,96
1912,MINDA,CHAPMAN,0,56
1913,DEIDRE,NEICE,0,69
1914,ELLIS,BOCSKOR,1,22
1915,ALETHA,WIELOCH,0,64
1916,ANDREA,TORREBLANCA,0,29
1917,MARVEL,KENAGY,0,26
1918,ALVIN,ELLNER,1,92
1919,RICKIE,JANKAUSKAS,1,40
1920,BRANT,MARSEE,1,83
1921,DANIELLE,GRELL,0,96
1922,VIVA,LONGE,0,21
1923,STEFAN,BENING,1,19
1924,EARLIE,FINCK,0,45
1925,DEL,TOELKES,1,71
1926,CARYN,BRUKER,0,73
1927,WILFORD,ARUISO,1,23
1928,VICENTE,WASSINGER,1,70
1929,MABEL,HARTSTEIN,0,51
1930,WALLACE,ROIS,1,69
1931,SHA,SOITO,0,21
1932,CHET,STUMM,1,86
1933,ZITA,FLAND,0,72
1934,ALBERTA,TAG,0,56
1935,NGUYET,KATOA,0,81
1936,KATHERIN,EVENER,0,60
1937,JOHANNE,BROZYNA,0,86
1938,EVAN,GELINAS,1,73
1939,AVIS,SMUCK,0,42
1940,ANN,TOLER,0,81
1941,EDGAR,MACHI,1,96
1942,CRISTINE,VENDITTI,0,57
1943,FRANKLIN,VINING,1,32
1944,SHAWANNA,BROCKELMEYER,0,32
1945,CATALINA,FERREBEE,0,25
1946,PRESTON,KOPPEL,1,64
1947,SHERMAN,MACLIN,1,32
1948,LANNY,REDNOUR,1,84
1949,HANNELORE,RELLAMA,0,22
1950,GLINDA,COALSON,0,44
1951,ALLEEN,CARLEY,0,81
1952,MERRIE,SKAINS,0,23
1953,ESTELLA,SITTRE,0,38
1954,BRANDA,BLAUSTEIN,0,23
1955,JOETTE,ORGAN,0,54
1956,YUK,MYUNG,0,82
1957,TAMIKA,PARADIS,0,72
1958,FREDDIE,QUINERLY,1,35
1959,TALIA,WYLIE,0,45
1960,YOLONDA,MEMMOTT,0,89
1961,MOZELL,COLLOPY,0,44
1962,GARFIELD,ROMNESS,1,44
1963,LYNDA,IACOVISSI,0,50
1964,BARABARA,UNNEWEHR,0,93
1965,ELBA,VICOY,0,28
1966,EVITA,BEUTNAGEL,0,35
1967,SHELDON,MCENROE,1,20
1968,FOSTER,AIVAO,1,55
1969,CRIS,MORETON,0,34
1970,TRAVIS,KUTCH,0,75
1971,MANUEL,GYURKO,1,50
1972,LOREN,SURFACE,1,31
1973,WES,MCCLUCAS,1,45
1974,OTIS,SAGLIMBENI,1,72
1975,EDGARDO,MUSKTHEL,1,25
1976,SHANTELLE,FELEPPA,0,58
1977,HUMBERTO,ROBINAULT,1,75
1978,MIKEL,GOODRUM,1,61
1979,DELORA,EDLING,0,51
1980,MARCEL,OGLESBY,1,99
1981,YANG,MCINNISH,0,43
1982,FAUSTO,POLEYESTEWA,1,81
1983,IZOLA,BOHNKER,0,83
1984,AUNDREA,GEHRKING,0,74
1985,MIRELLA,CANESTRO,0,67
1986,GUY,MINELLA,1,93
1987,ALLEGRA,MACCHIAROLI,0,18
1988,MELODIE,BINDEL,0,82
1989,THAD,TYTLER,1,55
1990,DANIAL,GANSKA,1,85
1991,CANDI,SUSS,0,46
1992,CLEMENT,BLANFORD,1,39
1993,MILFORD,ARENBURG,1,47
1994,ELBERT,TART,1,38
1995,AMBROSE,URFER,1,18
1996,FEDERICO,AMORES,1,61
1997,DENNIS,ESCOBEO,1,32
1998,EDWARD,MILLETT,1,68
1999,DENNY,TOFFLEMIRE,1,93
2000,YUK,CAPUTO,0,37
2001,LUDIVINA,HORCHLER,0,75
2002,CRUZ,SZABAT,1,97
2003,SHANICE,BENSING,0,70
2004,ALBERT,ELHADDAD,1,53
2005,MIKA,PORTO,0,49
2006,TROY,GROSZKIEWICZ,1,94
2007,CRISTIE,NELDER,0,89
2008,KERA,KROUPA,0,61
2009,LEONILA,ACEUEDO,0,46
2010,LAVELLE,ANGERMAN,0,91
2011,LOGAN,IFIE,1,82
2012,FLORA,SONNENFELD,0,81
2013,MICKEY,RADEKE,1,19
2014,CHUCK,EDMONS,1,47
2015,REYNALDO,MAINOLFI,1,97
2016,LEOLA,ANSPAUGH,0,19
2017,MARIN,CLICKNER,0,65
2018,BREANN,RAPOPORT,0,18
2019,YOLONDA,SCHWENDEMAN,0,20
2020,CORINNE,PIJANOWSKI,0,26
2021,CODY,CRUCE,0,70
2022,KENNITH,KRESSIERER,1,63
2023,MARIETTA,MINERS,0,27
2024,WILLY,KADOW,1,24
2025,BURL,BUCKHOLTZ,1,46
2026,LYNN,DIMUCCIO,1,56
2027,ARRON,SIMEON,1,33
2028,LEORA,ROSENFELDT,0,55
2029,ESMERALDA,SABADO,0,85
2030,GARNET,PERRINS,0,93
2031,EMANUEL,SIMONIS,1,87
2032,JOIE,BRANSEUM,0,33
2033,BERTRAM,RUSKIN,1,35
2034,LINSEY,CHEREBIN,0,65
2035,DONNY,PIPKIN,1,78
2036,JUNKO,RIEDL,0,52
2037,RALPH,WRISTON,1,78
2038,FATIMA,WIGREN,0,38
2039,DARLENE,MACKO,0,80
2040,THOMASINE,BATTEIGER,0,70
2041,DONG,JABLONSKI,1,35
2042,MOSE,BALDER,1,55
2043,RICARDO,MAESTRI,1,53
2044,MAN,YANTZI,0,97
2045,TERENCE,FAN,1,36
2046,EMERALD,GAMA,0,74
2047,ALYSHA,LUDOVICI,0,52
2048,GAYLORD,TRESSELT,1,53
2049,DEANDRE,LEGRANT,1,66
2050,HENRY,VANOCHTEN,0,27
2051,LISA,CAPELO,0,76
2052,LAVERNE,DEMUS,1,68
2053,DYLAN,LEGASPI,1,43
2054,BURL,SZITAR,1,46
2055,DALIA,HIATT,0,63
2056,TOMOKO,TEMPESTA,0,97
2057,WENDELL,BIENIEK,1,85
2058,CALISTA,LEERAR,0,95
2059,KAYLEEN,KVAMME,0,93
2060,GERTIE,GUIAB,0,35
2061,KASEY,TOMASZYCKI,1,89
2062,DEANGELO,PILLARD,1,22
2063,SALVADOR,REDFIELD,1,67
2064,PETRINA,BERWALD,0,23
2065,CORY,MANJARREZ,1,54
2066,SHELBY,KIMBRIL,1,86
2067,SHARELL,ELBAHTITY,0,56
2068,REENA,MOOREFIELD,0,52
2069,CRISTIN,NELLIGAN,0,94
2070,FORREST,POPOFF,1,47
2071,DOTTIE,LEVITIN,0,86
2072,ARMAND,TIBBIT,1,37
2073,CONCHITA,HEATH,0,77
2074,ROXY,DAVIDSMEYER,0,58
2075,ELLI,RUEF,0,45
2076,FORREST,MASSIE,1,78
2077,STEPHEN,DANTE,1,82
2078,GRACIELA,SARTORIS,0,77
2079,ALAN,PETITO,1,64
2080,RAMON,MCCORT,1,71
2081,OCTAVIO,UPADHYAYA,1,96
2082,LISHA,BARKHURST,0,70
2083,YOULANDA,GURRIERI,0,57
2084,KATY,STODDER,0,66
2085,JEREMY,ALOIA,1,20
2086,ASHLEY,PENSINGER,0,50
2087,ANDREE,FARRAH,0,49
2088,JERRI,LIBRIZZI,0,92
2089,KARENA,NOVARA,0,28
2090,JONIE,CATTO,0,34
2091,CORY,PERSHALL,1,44
2092,DONTE,BICKERSTAFF,1,81
2093,DARLA,BOOKHARDT,0,22
2094,QUINTIN,KONON,1,59
2095,ELEONORA,CHRISTOPH,0,41
2096,PRINCE,ENNEN,1,57
2097,BRODERICK,SKAGGS,1,27
2098,HANNELORE,MAVROMATIS,0,62
2099,CLAIRE,KEITER,0,27
2100,DARCIE,SERVEDIO,0,55
2101,JAMAR,KOZA,1,67
2102,MARIANO,HERAL,1,44
2103,JAYSON,MUHLBAUER,1,19
2104,ADELL,ETIER,0,90
2105,CHERI,BENEKER,0,74
2106,WILFREDO,BOEHLE,1,61
2107,JORGE,DEFRANK,1,92
2108,JUAN,GEANS,1,49
2109,BRANDON,JAROSKI,1,66
2110,MONIQUE,BRIED,0,86
2111,BROOKS,SPROUSE,1,38
2112,BASIL,BARBA,1,53
2113,ALITA,GUPPY,0,25
2114,LEO,HASH,1,94
2115,SONNY,STECKLEY,1,73
2116,EMERITA,RELLIHAN,0,98
2117,JERRY,MANQUERO,1,24
2118,ASHLEA,LANOSGA,0,88
2119,RON,KRAMPE,1,44
2120,MARISSA,LOTRIDGE,0,46
2121,ROSALBA,DOELLING,0,71
2122,ALLYSON,VINSEL,0,43
2123,ALYCE,SHIBA,0,47
2124,LAWERENCE,KATTAN,1,64
2125,DENVER,RAYA,1,39
2126,HARRIS,KUSUMA,1,71
2127,CHESTER,BOTTOLFSON,1,62
2128,LEIF,RECORDS,1,80
2129,ALYSE,FERRETT,0,34
2130,ARTHUR,CUESTAS,1,58
2131,MARK,STAWASZ,1,36
2132,OZELLA,HALSEMA,0,88
2133,WARNER,DELOE,1,87
2134,MARLO,CEPHUS,0,49
2135,ESTEBAN,AGEE,1,48
2136,BERT,HUPP,1,65
2137,GRADY,QUIJANO,1,78
2138,MARIEL,CUPPETT,0,57
2139,PERCY,MAYLONE,1,88
2140,YUNG,LINEBARGER,0,59
2141,ROMEO,EASLEY,1,99
2142,ELLIOT,REYES,1,34
2143,SHALONDA,WALMSLEY,0,21
2144,GAYNELLE,MESTAD,0,47
2145,SEPTEMBER,DECARVALHO,0,95
2146,KLARA,SAYAPHON,0,95
2147,MARCELLUS,DARK,1,46
2148,SHELBA,MCENNIS,0,31
2149,MATHEW,KUENZI,1,19
2150,OLEN,BIFFER,1,81
2151,AUGUST,BEIERSCHMITT,1,52
2152,DUANE,SEA,1,75
2153,ALMEDA,FALZONE,0,52
2154,SHEILA,WANNER,0,23
2155,GERMAN,JASTREBSKI,1,74
2156,PERCY,MALANGA,1,73
2157,THOMASINA,CONNERTY,0,37
2158,ELISE,HARR,0,30
2159,GARTH,COUNIHAN,1,20
2160,ANGELES,RITCHOTTE,0,86
2161,MICAH,DELUZIO,1,66
2162,JOSHUA,MEHLMAN,1,41
2163,KELSEY,RUHMANN,0,70
2164,IKE,GODBOLD,1,19
2165,REFUGIO,SLECHTA,1,87
2166,FRED,BRENDELAND,1,92
2167,NILSA,SANTILLANES,0,68
2168,RUPERT,COUSENS,1,44
2169,ELMA,WYSE,0,96
2170,BRITTNI,BENEZE,0,92
2171,AMOS,HULL,1,30
2172,LEE,ROSSBACH,1,40
2173,BERRY,PEPIN,1,61
2174,TOMMY,RIVARD,1,56
2175,ROSARIO,FLAKES,1,87
2176,LESHA,SHUTER,0,22
2177,SILVA,SEQURA,0,84
2178,DEREK,INDECK,1,26
2179,LAURENA,ALDAZ,0,49
2180,AURA,MOENCH,0,84
2181,ANNICE,CLAM,0,48
2182,ALLA,TOLLIVER,0,34
2183,KIYOKO,DYLLA,0,80
2184,JASPER,BAYN,1,20
2185,ISAIAS,CASUAT,1,84
2186,LATORIA,WITAKER,0,58
2187,NORMAN,PARKER,1,95
2188,LOURDES,LYDIA,0,43
2189,JOHNIE,IANUZZI,1,42
2190,RODRIGO,SOLLENBERGER,1,81
2191,WAYNE,MONTANA,1,26
2192,CLEMENTE,BOGH,1,65
2193,JAMA,MERENO,0,95
2194,ADAN,BASSIL,1,38
2195,SUSY,KENNEALLY,0,75
2196,ARCHIE,BUTLAND,1,51
2197,PHEBE,REUSCHEL,0,79
2198,EDUARDO,SELFE,1,80
2199,TOMAS,WILABAY,1,93
2200,CLARETTA,TOLE,0,95
2201,MANY,SKIBICKI,0,84
