id,name,surname,sex,age
1484,DARYL,ROLDAN,1,30
1485,ALFRED,BUDINICH,1,41
1486,DUSTY,SNELLBAKER,1,60
1487,HAI,COPPIN,1,27
1488,RONDA,BRIDGEFORD,0,55
1489,JUAN,CHELETTE,0,64
1490,RIVKA,LOFT,0,64
1491,ROLANDO,MIAH,1,97
1492,LEE,ABINA,0,72
1493,MADELINE,VONK,0,80
1494,JOSPEH,DEUBNER,1,56
1495,CHRISTOPHER,ARDS,1,81
1496,NICK,TABONE,1,25
1497,JOHNATHAN,BAKSI,1,25
1498,JOSE,WENTLAND,1,46
1499,CHIN,PENATAC,0,31
1500,DELORES,HARMS,0,74
1501,ALECIA,FANNING,0,86
1502,CHRISTOPHER,DORNBUSCH,1,72
1503,MYESHA,MEGEE,0,99
1504,LACRESHA,BRIMMER,0,41
1505,WANDA,DOTO,0,47
1506,JOYCE,LEJUNE,0,94
1507,ARDELLE,BRISCOE,0,95
1508,ALENA,TAGALOG,0,21
1509,ERYN,CHHON,0,37
1510,CHAU,ARTIS,0,30
1511,SHERON,MARTELLI,0,39
1512,LIZETH,MCSPARREN,0,69
1513,MITCHELL,BOLLICH,1,73
1514,LAUREN,PUTZER,1,49
1515,HWA,PEINADO,0,23
1516,MONROE,YLONEN,1,23
1517,RETHA,ESSLER,0,49
1518,ENA,DOBBS,0,93
1519,RODGER,HOLTZLANDER,1,76
1520,LEIF,OBERDIER,1,87
1521,JAMAR,GOUZALEZ,1,81
1522,ANNELIESE,BORCUK,0,55
1523,ANGEL,PALERMO,0,65
1524,LOREAN,SCHOENLE,0,96
1525,TULA,GOEN,0,92
1526,ERNIE,IACOVISSI,1,51
1527,BRENTON,HEWS,1,91
1528,JAIMIE,GAIBLER,0,65
1529,BOOKER,REDA,1,21
1530,EMILIO,MINS,1,54
1531,LYDIA,ABELLA,0,90
1532,TREVOR,HUGAR,1,38
1533,STACEE,SEMIDEY,0,47
1534,NATISHA,NAB,0,38
1535,EDWARDO,DECLOUETTE,1,46
1536,DEBROAH,YOW,0,33
1537,GARFIELD,HEHN,1,91
1538,SHAUN,WANSCHEK,1,82
1539,BUD,GYGER,1,99
1540,SEASON,GOTHIER,0,19
1541,SAMMY,RONEY,1,79
1542,BIANCA,HETZLER,0,73
1543,DARRIN,MORIE,1,18
1544,LOURDES,SLINKER,0,71
1545,LUCIEN,SCHOENROCK,1,72
1546,CARTER,AIHARA,1,36
1547,SHELLIE,HOWSARE,0,56
1548,TORRIE,BRADBY,0,98
1549,EVERETT,COSTEN,1,75
1550,CARLTON,AVERETT,1,91
1551,CHUN,BRADICK,0,87
1552,AMY,HOWEN,0,65
1553,TONEY,STUMP,1,43
1554,ONA,KLUEVER,0,71
1555,MICAELA,NORDES,0,37
1556,LATORIA,STEINHOUSE,0,55
1557,JOVITA,GILLEN,0,51
1558,DYLAN,KERBOW,1,64
1559,ROSELLA,GATH,0,61
1560,SAUNDRA,STAPP,0,64
1561,BUENA,FLOREZ,0,94
1562,CAROLINE,ARGUELLES,0,22
1563,ANTONE,HURN,1,55
1564,SOO,CHRISTIAN,0,79
1565,DEXTER,HEYING,1,65
1566,CORINA,COURIER,0,85
1567,BEN,THOMASSEN,1,85
1568,KASHA,WIDDOES,0,56
1569,HORTENSIA,RITER,0,68
1570,REINALDO,SEVICK,1,26
1571,ELEANORA,MIDDAUGH,0,29
1572,DOYLE,TOREY,1,68
1573,EILEEN,CANTWELL,0,38
1574,TEREASA,JENKIN,0,79
1575,GUILLERMINA,AHLHEIM,0,28
1576,MARIELLA,THURBY,0,67
1577,BROOKS,SCHNORBUS,1,58
1578,JOSH,VANDYK,1,53
1579,MARG,SAR,0,20
1580,JODI,GRIMARD,0,85
1581,ARLETHA,THOEN,0,92
1582,JOSEF,MELLORS,1,25
1583,DARELL,GENTZ,1,39
1584,JEFFREY,GARN,0,68
1585,VONDA,TEIGEN,0,79
1586,LYLE,EMPSON,1,58
1587,LINWOOD,CHHABRA,1,31
1588,LADY,HEICK,0,82
1589,DESIREE,BOUDIN,0,58
1590,WALLY,LATHROP,1,79
1591,GEOFFREY,STREAT,1,61
1592,SHERRIL,STURCH,0,71
1593,ISAIAH,PAULSHOCK,1,93
1594,ILANA,GOCHIE,0,70
1595,AMBROSE,ANDROSKY,1,94
1596,NICKOLAS,MASCAGNI,1,21
1597,CORINA,PERKINS,0,33
1598,JACKI,HOLDEMAN,0,40
1599,MARIANO,HEROUT,1,64
1600,WILMA,STAVES,0,31
1601,SHELDON,WELTON,1,98
1602,LAN,ARTURO,0,88
1603,AHMED,LUSE,1,78
1604,GAYE,ZIEN,0,95
1605,CLARK,MARKUSON,1,90
1606,HEDWIG,RETTER,0,39
1607,IMA,MOFFETT,0,58
1608,POK,TRIMIS,0,40
1609,ALEJANDRINA,PATRYLAK,0,91
1610,IZOLA,ZYGMONT,0,22
1611,BRITTENY,KNOP,0,46
1612,NOEL,CAMPAGNE,1,76
1613,HEATHER,STRATAKOS,0,26
1614,THEOLA,PICCARD,0,76
1615,JOESPH,CONDER,1,59
1616,VINNIE,MAYZE,0,86
1617,JULIO,BEMBI,0,68
1618,MARCELLUS,BONADURER,1,32
1619,ROLF,HEINLE,1,75
1620,JUAN,BRONSTON,0,98
1621,BARRETT,DAHME,1,49
1622,ESTEFANA,SWINEA,0,49
1623,EULAH,VALENTIA,0,84
1624,JEAN,PFENNING,1,40
1625,JOHNIE,STICKFORD,1,76
1626,VAN,DIESTLER,0,48
1627,LARISSA,ERPS,0,89
1628,EDWIN,HODGKINSON,1,34
1629,JOVITA,SWIDER,0,65
1630,EARLEEN,REETZ,0,95
1631,MOZELL,MOGLE,0,62
1632,FEDERICO,JAQUESS,1,23
1633,VIRGIL,CAILLIER,1,39
1634,TAINA,MARKLE,0,91
1635,JOHN,DIFIORE,1,25
1636,NAN,HAMPER,0,79
1637,TOBIAS,RUOCCO,1,65
1638,ANNETT,BJORN,0,48
1639,BOYD,KOCHHEISER,1,23
1640,RAINA,LIEBER,0,52
1641,COREY,ERICHSON,1,53
1642,AUGUSTINE,LANGON,1,71
1643,ERNEST,SINGLEY,1,48
1644,TEDDY,OLPIN,1,66
1645,TREASA,KRIEGSHAUSER,0,55
1646,ETHELYN,FLEMM,0,88
1647,CAROLINA,HOLLERUD,0,99
1648,BETH,MARET,0,46
1649,WANETTA,WILSHUSEN,0,23
1650,LINDY,BOGG,0,52
1651,TAMIKA,LEVITAN,0,20
1652,VERTIE,ALFONZO,0,67
1653,TWILA,BOMILLA,0,95
1654,BARRETT,TRANK,1,45
1655,CAROLA,SEGREST,0,54
1656,AISHA,SAFFOLD,0,61
1657,SALVADOR,GRUNER,1,36
1658,MARYLN,SERINI,0,41
1659,BRANDY,LAGARD,0,20
1660,OLLIE,COOMBS,0,33
1661,JAMES,KNOCKE,1,74
1662,GEORGEANN,ELSTON,0,26
1663,JUAN,VERBURG,1,73
1664,MARANDA,MAUK,0,43
1665,LAKIESHA,SORBERA,0,42
1666,DANIA,BOLKA,0,81
1667,GREGG,MESICK,1,29
1668,HERIBERTO,MASCIO,1,79
1669,JOSHUA,GIEFER,0,91
1670,ROBBIE,MAGALDI,0,55
1671,ALETHEA,CARAHER,0,29
1672,TOMEKA,SUNDBORG,0,82
1673,DEWAYNE,MOORELAND,1,51
1674,LUDIE,GULBRAA,0,69
1675,ISIDRO,DAD,1,31
1676,MICHEAL,EON,1,97
1677,KATHARYN,TOREZ,0,31
1678,JOHNIE,ALBERO,1,29
1679,JEANELLE,PANDO,0,42
1680,DAWNE,MELOAN,0,32
1681,GLEN,GOLDKLANG,1,94
1682,KEVEN,BLEVANS,1,43
1683,FREDDIE,MCCRAKEN,0,89
1684,TA,KORTKAMP,0,27
1685,JOHNNIE,TERRACINA,1,75
1686,BENNETT,NEERING,1,24
1687,NOAH,EALICK,1,19
1688,TRAVIS,SULIN,1,51
1689,JAKE,MIKER,1,71
1690,JOLANDA,VANNI,0,78
1691,TUAN,DIDIER,1,40
1692,CAROL,BESSMER,1,87
1693,ARNULFO,SICHTA,1,19
1694,FELIX,ARSENAULT,1,70
1695,ROBIN,DELNERO,0,44
1696,FERNANDA,THRESHER,0,97
1697,AUSTIN,ARDIS,1,70
1698,JEREMIAH,ROSAL,1,70
1699,WINFRED,HINOTE,1,53
1700,NIGEL,MULVANEY,1,23
1701,SHAUNA,BEEGLE,0,28
1702,LU,ESPINOLA,0,52
1703,CANDYCE,DUDDING,0,81
1704,REYES,CHAPPEL,1,53
1705,BRYANT,SIMEONA,1,95
1706,TAMATHA,DEVIN,0,76
1707,ALESSANDRA,AKMAL,0,93
1708,LAWRENCE,HONTZ,1,19
1709,LADAWN,CANTARANO,0,67
1710,ROBERTO,HOSSEINI,1,55
1711,LAURENCE,MUTART,0,76
1712,CHANTAL,SCHUNK,0,99
1713,MINDA,WINFREY,0,82
1714,HUGO,RIESEN,1,53
1715,STEVIE,LONGFIELD,1,71
1716,BRITTENY,SEEHUSEN,0,60
1717,ALAN,NGUYAN,1,21
1718,ROSITA,MUSCOLINO,0,24
1719,TRESSIE,GWILT,0,42
1720,MERNA,BOWLE,0,27
1721,DONG,SILVERNESS,1,73
1722,CURTIS,VEN,1,24
1723,LEILA,SPINNEY,0,76
1724,JEAN,GREGA,1,19
1725,KIP,HARER,1,92
1726,FAUSTINO,LONGWORTH,1,98
1727,ESTELA,NAMISNAK,0,96
1728,KAMALA,CRANSHAW,0,27
1729,KENDALL,JOACHIN,1,83
1730,RUBEN,TISDELL,1,64
1731,ARLEAN,DESOTO,0,47
1732,KYLE,LORENZANO,1,20
1733,ELWOOD,SABADO,1,70
1734,ALLA,MILLETTE,0,33
1735,RONNA,HUNGER,0,68
1736,COLUMBUS,CHICALACE,1,34
1737,BILL,KRIDEL,1,54
1738,STEPHEN,SABE,1,86
1739,ALDEN,LINHARDT,1,38
1740,WILBERT,HEIKEN,1,91
1741,DEONNA,TOUHEY,0,76
1742,DEBRAH,ROSSELLE,0,24
1743,DESMOND,DUNSCOMB,1,24
1744,ELDEN,MALLECK,1,43
1745,BERRY,VILLARD,1,58
1746,CHRISTENA,MCCLYMONDS,0,31
1747,LEE,MALIN,1,84
1748,GONZALO,STMARIE,1,35
1749,FRANCISCO,BRACE,1,77
1750,FLOY,BURROWES,0,53
1751,COLTON,KROH,1,22
1752,ELMER,YZQUIERDO,1,87
1753,LEEANNE,BOTTORF,0,22
1754,ASTRID,DOWST,0,63
1755,DIMPLE,HOLLENBACH,0,27
1756,MOHAMMED,GEISINGER,1,23
1757,RUFUS,KLINGERMAN,1,24
1758,GARLAND,FREID,1,46
1759,TERESE,IMBROGNO,0,19
1760,KELVIN,AKMAL,1,19
1761,ZENAIDA,SPRAGGS,0,90
1762,ROSS,BAILLE,1,95
1763,CHERELLE,POIRER,0,65
1764,YURI,RIENZO,0,29
1765,ELVIN,OLDS,1,61
1766,SIMONA,RUBEN,0,61
1767,RANDALL,PLASSE,1,88
1768,MARYLEE,NOVOSEL,0,62
1769,TERRA,TRISCHITTA,0,33
1770,FRANSISCA,DEGMAN,0,26
1771,HERB,SNELLENBERGER,1,77
1772,MELVINA,MAYEDA,0,43
1773,CARLOS,BIEMER,1,75
1774,MITCHELL,FEHER,1,20
1775,LOUIS,MOLES,1,83
1776,TRINH,REMY,0,80
1777,TIFFANIE,COLCORD,0,87
1778,COY,PREVITE,1,48
1779,AMELIA,GYGER,0,52
1780,ANTWAN,STURTEVANT,1,26
1781,LOLITA,KOFFLER,0,67
1782,NORINE,CANTOS,0,81
1783,RANDAL,KIBBEE,1,33
1784,DARON,KEEVER,1,64
1785,CHRISTOPER,MANASSA,1,42
1786,MORTON,YUILL,1,57
1787,KAY,COLBORN,0,58
1788,CLEOPATRA,BROCKS,0,56
1789,BREANNE,BASGALL,0,55
1790,ASIA,ZADOROZNY,0,34
1791,SOMMER,CELIA,0,34
1792,VAN,YOUKET,1,65
1793,MICHEAL,ULATOWSKI,1,48
1794,BETSY,BLACKABY,0,41
1795,ARA,GIBAS,0,79
1796,TRUMAN,KARMA,1,45
1797,LYNNETTE,PRIDHAM,0,48
1798,ODA,CHIARO,0,97
1799,DAVID,SMARR,1,57
1800,FLOYD,STRAUSBAUGH,1,59
1801,BENTON,POTEETE,1,32
1802,HUGH,DITORE,1,31
1803,KAREEN,TALTY,0,67
1804,JASON,MATLOW,1,40
1805,MAIDA,VEGH,0,95
1806,RICHIE,MUSIL,1,68
1807,HANNA,ADALJA,0,33
1808,RASHAD,MIHM,1,76
1809,ROBERTO,LUCATERO,1,63
1810,BUENA,GUYOT,0,36
1811,REED,HOTCHKIN,1,98
1812,JOSIAH,PATRUM,1,22
1813,SHANNON,TREBON,1,65
1814,LAVERA,BOLUDA,0,50
1815,TIARA,KOTTWITZ,0,29
1816,DONETTE,CHOPRA,0,39
1817,NOVA,DERKAS,0,75
1818,SALOME,SUMMERS,0,74
1819,FRANCISCO,DUHAIME,1,28
1820,MARJORY,SCHIESS,0,86
1821,GASTON,KLIMKO,1,31
1822,SUE,GLINSKI,0,91
1823,BOB,LEACHMAN,1,86
1824,BENNY,MCCRAKEN,1,25
1825,LEONA,ZAPPAVIGNA,0,35
1826,ALPHONSO,GIANUNZIO,1,34
1827,LAVERN,LANGIN,0,58
1828,HONG,DAMORO,1,60
1829,PETRA,VANBEVEREN,0,54
1830,GUILLERMINA,MAYOKA,0,31
1831,ADRIAN,FREWING,0,78
1832,COLBY,THEIN,1,26
1833,PORTIA,WEISENBERGER,0,44
1834,LUCILLE,PEARLE,0,75
1835,JOHNNIE,MINNIER,0,90
1836,ANGELLA,BEIERLE,0,40
1837,CHARLSIE,MURFIN,0,29
1838,RAPHAEL,FLEISNER,1,40
1839,COLBY,DOSSMAN,1,99
1840,MADELINE,KAZIN,0,27
1841,MELINA,CONKIN,0,48
1842,TRACIE,ESQUIUEL,0,41
1843,FERDINAND,SMIALEK,1,60
1844,PATRICA,LEMBO,0,52
1845,HOWARD,YASIKA,1,85
1846,HOLLIS,NURMI,1,72
1847,NATIVIDAD,MEYEROWITZ,0,52
1848,TINISHA,ASHMORE,0,41
1849,LEROY,MOLACEK,1,72
1850,BONITA,ELLEBRECHT,0,32
1851,BARTON,KARCZEWSKI,1,65
1852,LAZARO,MELLS,1,22
1853,SHENITA,ABDULLAI,0,86
1854,LATASHIA,SOLIS,0,76
1855,ORALEE,MARLBOROUGH,0,61
1856,LINO,BROCKETT,1,34
1857,FARAH,LABS,0,30
1858,JULIO,ELLERMANN,1,65
1859,VICKI,GOERNER,0,65
1860,JULIETTA,TESTERMAN,0,37
1861,HILTON,SMILLIE,1,97
1862,EMILE,ROSENCRANZ,1,46
1863,MICKIE,MADUENO,0,92
1864,NEIDA,LEONHART,0,77
1865,CLARENCE,ZEIMET,1,87
1866,KATHARYN,HOUSEY,0,38
1867,RACHAL,MIRABELLA,0,66
1868,YOULANDA,GHEEN,0,57
1869,RICHARD,MUNN,1,81
1870,CLAIRE,SAMELE,0,70
1871,JACLYN,VAULET,0,35
1872,ROBIN,MCMILLION,1,68
1873,SHAMEKA,KAUER,0,71
1874,WAN,DRINKARD,0,95
1875,DAYNA,MCADAMS,0,94
1876,FRANK,LENHARD,1,97
1877,VINCENZA,LATTIMER,0,43
1878,HOUSTON,CASTELL,1,69
1879,ROSS,AKONI,1,65
1880,GARTH,FLUD,1,25
1881,ASHANTI,BROOM,0,24
1882,EDIE,SAMMARCO,0,22
1883,CLEMENTINE,VISEL,0,32
1884,COLE,ROLPH,1,80
1885,WALTON,SALLAS,1,30
1886,DARIA,TAUBE,0,98
1887,ROSENDO,HEUBUSCH,1,33
1888,ADAN,TUUKANEN,1,26
1889,CESAR,BUIE,1,38
1890,CRISTY,SINKEY,0,30
1891,ROLANDA,LAMBKA,0,55
1892,DETRA,GUSTASON,0,81
1893,LEIDA,CALAMARI,0,85
1894,KACEY,GARSEE,0,27
1895,OLEN,FICKLEN,1,42
1896,PAT,MALLAHAN,1,21
1897,DEANDRE,POWELLS,1,85
1898,FELTON,DOUD,1,39
1899,GILBERTO,LUTZE,1,40
1900,LATRISHA,MCCONNELL,0,49
1901,NONA,PULLIS,0,73
1902,FRANKIE,SWELT,1,89
1903,NAN,GALARDO,0,30
1904,BRANT,KONOPKA,1,87
1905,ELIZBETH,WATSKY,0,92
1906,KIP,MCENTYRE,1,93
1907,ALLEN,LARCHE,0,67
1908,IGNACIA,HENNAGIN,0,20
1909,DORSEY,GITTINGER,1,57
1910,VON,CAZAREZ,1,95
1911,DEMARCUS,LATONA,1,38
1912,MINDA,CHAPMAN,0,19
1913,DEIDRE,NEICE,0,35
1914,ELLIS,BOCSKOR,1,72
1915,ALETHA,WIELOCH,0,71
1916,ANDREA,TORREBLANCA,0,99
1917,MARVEL,KENAGY,0,72
1918,ALVIN,ELLNER,1,67
1919,RICKIE,JANKAUSKAS,1,26
1920,BRANT,MARSEE,1,22
1921,DANIELLE,GRELL,0,82
1922,VIVA,LONGE,0,32
1923,STEFAN,BENING,1,87
1924,EARLIE,FINCK,0,43
1925,DEL,TOELKES,1,40
1926,CARYN,BRUKER,0,56
1927,WILFORD,ARUISO,1,58
1928,VICENTE,WASSINGER,1,95
1929,MABEL,HARTSTEIN,0,31
1930,WALLACE,ROIS,1,48
1931,SHA,SOITO,0,83
1932,CHET,STUMM,1,64
1933,ZITA,FLAND,0,24
1934,ALBERTA,TAG,0,41
1935,NGUYET,KATOA,0,78
1936,KATHERIN,EVENER,0,23
1937,JOHANNE,BROZYNA,0,92
1938,EVAN,GELINAS,1,38
1939,AVIS,SMUCK,0,30
1940,ANN,TOLER,0,83
1941,EDGAR,MACHI,1,38
1942,CRISTINE,VENDITTI,0,18
1943,FRANKLIN,VINING,1,63
1944,SHAWANNA,BROCKELMEYER,0,66
1945,CATALINA,FERREBEE,0,71
1946,PRESTON,KOPPEL,1,24
1947,SHERMAN,MACLIN,1,19
1948,LANNY,REDNOUR,1,29
1949,HANNELORE,RELLAMA,0,81
1950,GLINDA,COALSON,0,77
1951,ALLEEN,CARLEY,0,55
1952,MERRIE,SKAINS,0,21
1953,ESTELLA,SITTRE,0,38
1954,BRANDA,BLAUSTEIN,0,52
1955,JOETTE,ORGAN,0,88
1956,YUK,MYUNG,0,60
1957,TAMIKA,PARADIS,0,33
1958,FREDDIE,QUINERLY,1,21
1959,TALIA,WYLIE,0,83
1960,YOLONDA,MEMMOTT,0,90
1961,MOZELL,COLLOPY,0,75
1962,GARFIELD,ROMNESS,1,97
1963,LYNDA,IACOVISSI,0,47
1964,BARABARA,UNNEWEHR,0,81
1965,ELBA,VICOY,0,71
1966,EVITA,BEUTNAGEL,0,25
1967,SHELDON,MCENROE,1,22
1968,FOSTER,AIVAO,1,20
1969,CRIS,MORETON,0,78
1970,TRAVIS,KUTCH,0,40
1971,MANUEL,GYURKO,1,71
1972,LOREN,SURFACE,1,23
1973,WES,MCCLUCAS,1,39
1974,OTIS,SAGLIMBENI,1,45
1975,EDGARDO,MUSKTHEL,1,76
1976,SHANTELLE,FELEPPA,0,84
1977,HUMBERTO,ROBINAULT,1,62
1978,MIKEL,GOODRUM,1,76
1979,DELORA,EDLING,0,77
1980,MARCEL,OGLESBY,1,29
1981,YANG,MCINNISH,0,22
1982,FAUSTO,POLEYESTEWA,1,73
1983,IZOLA,BOHNKER,0,95
1984,AUNDREA,GEHRKING,0,83
1985,MIRELLA,CANESTRO,0,77
1986,GUY,MINELLA,1,52
1987,ALLEGRA,MACCHIAROLI,0,21
1988,MELODIE,BINDEL,0,35
1989,THAD,TYTLER,1,44
1990,DANIAL,GANSKA,1,69
1991,CANDI,SUSS,0,21
1992,CLEMENT,BLANFORD,1,47
1993,MILFORD,ARENBURG,1,62
1994,ELBERT,TART,1,18
1995,AMBROSE,URFER,1,80
1996,FEDERICO,AMORES,1,39
1997,DENNIS,ESCOBEO,1,18
1998,EDWARD,MILLETT,1,62
1999,DENNY,TOFFLEMIRE,1,31
2000,YUK,CAPUTO,0,99
2001,LUDIVINA,HORCHLER,0,45
2002,CRUZ,SZABAT,1,25
2003,SHANICE,BENSING,0,85
2004,ALBERT,ELHADDAD,1,97
2005,MIKA,PORTO,0,41
2006,TROY,GROSZKIEWICZ,1,35
2007,CRISTIE,NELDER,0,91
2008,KERA,KROUPA,0,91
2009,LEONILA,ACEUEDO,0,32
2010,LAVELLE,ANGERMAN,0,41
2011,LOGAN,IFIE,1,22
2012,FLORA,SONNENFELD,0,93
2013,MICKEY,RADEKE,1,82
2014,CHUCK,EDMONS,1,36
2015,REYNALDO,MAINOLFI,1,80
2016,LEOLA,ANSPAUGH,0,18
2017,MARIN,CLICKNER,0,51
2018,BREANN,RAPOPORT,0,98
2019,YOLONDA,SCHWENDEMAN,0,99
2020,CORINNE,PIJANOWSKI,0,54
2021,CODY,CRUCE,0,95
2022,KENNITH,KRESSIERER,1,98
2023,MARIETTA,MINERS,0,63
2024,WILLY,KADOW,1,77
2025,BURL,BUCKHOLTZ,1,83
2026,LYNN,DIMUCCIO,1,99
2027,ARRON,SIMEON,1,96
2028,LEORA,ROSENFELDT,0,41
2029,ESMERALDA,SABADO,0,43
2030,GARNET,PERRINS,0,39
2031,EMANUEL,SIMONIS,1,30
2032,JOIE,BRANSEUM,0,30
2033,BERTRAM,RUSKIN,1,30
2034,LINSEY,CHEREBIN,0,27
2035,DONNY,PIPKIN,1,78
2036,JUNKO,RIEDL,0,37
2037,RALPH,WRISTON,1,20
2038,FATIMA,WIGREN,0,64
2039,DARLENE,MACKO,0,48
2040,THOMASINE,BATTEIGER,0,26
2041,DONG,JABLONSKI,1,70
2042,MOSE,BALDER,1,97
2043,RICARDO,MAESTRI,1,83
2044,MAN,YANTZI,0,25
2045,TERENCE,FAN,1,81
2046,EMERALD,GAMA,0,95
2047,ALYSHA,LUDOVICI,0,78
2048,GAYLORD,TRESSELT,1,77
2049,DEANDRE,LEGRANT,1,56
2050,HENRY,VANOCHTEN,0,88
2051,LISA,CAPELO,0,95
2052,LAVERNE,DEMUS,1,73
2053,DYLAN,LEGASPI,1,73
2054,BURL,SZITAR,1,82
2055,DALIA,HIATT,0,48
2056,TOMOKO,TEMPESTA,0,38
2057,WENDELL,BIENIEK,1,48
2058,CALISTA,LEERAR,0,48
2059,KAYLEEN,KVAMME,0,82
2060,GERTIE,GUIAB,0,19
2061,KASEY,TOMASZYCKI,1,35
2062,DEANGELO,PILLARD,1,80
2063,SALVADOR,REDFIELD,1,55
2064,PETRINA,BERWALD,0,32
2065,CORY,MANJARREZ,1,24
2066,SHELBY,KIMBRIL,1,96
2067,SHARELL,ELBAHTITY,0,66
2068,REENA,MOOREFIELD,0,58
2069,CRISTIN,NELLIGAN,0,24
2070,FORREST,POPOFF,1,31
2071,DOTTIE,LEVITIN,0,88
2072,ARMAND,TIBBIT,1,98
2073,CONCHITA,HEATH,0,95
2074,ROXY,DAVIDSMEYER,0,84
2075,ELLI,RUEF,0,29
2076,FORREST,MASSIE,1,85
2077,STEPHEN,DANTE,1,44
2078,GRACIELA,SARTORIS,0,20
2079,ALAN,PETITO,1,81
2080,RAMON,MCCORT,1,34
2081,OCTAVIO,UPADHYAYA,1,27
2082,LISHA,BARKHURST,0,81
2083,YOULANDA,GURRIERI,0,84
2084,KATY,STODDER,0,46
2085,JEREMY,ALOIA,1,68
2086,ASHLEY,PENSINGER,0,94
2087,ANDREE,FARRAH,0,81
2088,JERRI,LIBRIZZI,0,45
2089,KARENA,NOVARA,0,28
2090,JONIE,CATTO,0,98
2091,CORY,PERSHALL,1,21
2092,DONTE,BICKERSTAFF,1,59
2093,DARLA,BOOKHARDT,0,22
2094,QUINTIN,KONON,1,46
2095,ELEONORA,CHRISTOPH,0,50
2096,PRINCE,ENNEN,1,23
2097,BRODERICK,SKAGGS,1,75
2098,HANNELORE,MAVROMATIS,0,61
2099,CLAIRE,KEITER,0,83
2100,DARCIE,SERVEDIO,0,90
2101,JAMAR,KOZA,1,27
2102,MARIANO,HERAL,1,94
2103,JAYSON,MUHLBAUER,1,27
2104,ADELL,ETIER,0,76
2105,CHERI,BENEKER,0,33
2106,WILFREDO,BOEHLE,1,53
2107,JORGE,DEFRANK,1,81
2108,JUAN,GEANS,1,30
2109,BRANDON,JAROSKI,1,68
2110,MONIQUE,BRIED,0,31
2111,BROOKS,SPROUSE,1,62
2112,BASIL,BARBA,1,79
2113,ALITA,GUPPY,0,92
2114,LEO,HASH,1,74
2115,SONNY,STECKLEY,1,47
2116,EMERITA,RELLIHAN,0,64
2117,JERRY,MANQUERO,1,71
2118,ASHLEA,LANOSGA,0,23
2119,RON,KRAMPE,1,19
2120,MARISSA,LOTRIDGE,0,26
2121,ROSALBA,DOELLING,0,42
2122,ALLYSON,VINSEL,0,94
2123,ALYCE,SHIBA,0,75
2124,LAWERENCE,KATTAN,1,22
2125,DENVER,RAYA,1,34
2126,HARRIS,KUSUMA,1,30
2127,CHESTER,BOTTOLFSON,1,98
2128,LEIF,RECORDS,1,41
2129,ALYSE,FERRETT,0,75
2130,ARTHUR,CUESTAS,1,51
2131,MARK,STAWASZ,1,47
2132,OZELLA,HALSEMA,0,18
2133,WARNER,DELOE,1,52
2134,MARLO,CEPHUS,0,71
2135,ESTEBAN,AGEE,1,91
2136,BERT,HUPP,1,82
2137,GRADY,QUIJANO,1,27
2138,MARIEL,CUPPETT,0,94
2139,PERCY,MAYLONE,1,48
2140,YUNG,LINEBARGER,0,43
2141,ROMEO,EASLEY,1,30
2142,ELLIOT,REYES,1,79
2143,SHALONDA,WALMSLEY,0,53
2144,GAYNELLE,MESTAD,0,20
2145,SEPTEMBER,DECARVALHO,0,43
2146,KLARA,SAYAPHON,0,33
2147,MARCELLUS,DARK,1,76
2148,SHELBA,MCENNIS,0,31
2149,MATHEW,KUENZI,1,29
2150,OLEN,BIFFER,1,44
2151,AUGUST,BEIERSCHMITT,1,43
2152,DUANE,SEA,1,28
2153,ALMEDA,FALZONE,0,24
2154,SHEILA,WANNER,0,67
2155,GERMAN,JASTREBSKI,1,58
2156,PERCY,MALANGA,1,80
2157,THOMASINA,CONNERTY,0,82
2158,ELISE,HARR,0,56
2159,GARTH,COUNIHAN,1,97
2160,ANGELES,RITCHOTTE,0,23
2161,MICAH,DELUZIO,1,63
2162,JOSHUA,MEHLMAN,1,53
2163,KELSEY,RUHMANN,0,51
2164,IKE,GODBOLD,1,97
2165,REFUGIO,SLECHTA,1,66
2166,FRED,BRENDELAND,1,85
2167,NILSA,SANTILLANES,0,95
2168,RUPERT,COUSENS,1,91
2169,ELMA,WYSE,0,88
2170,BRITTNI,BENEZE,0,21
2171,AMOS,HULL,1,30
2172,LEE,ROSSBACH,1,55
2173,BERRY,PEPIN,1,70
2174,TOMMY,RIVARD,1,49
2175,ROSARIO,FLAKES,1,73
2176,LESHA,SHUTER,0,58
2177,SILVA,SEQURA,0,63
2178,DEREK,INDECK,1,45
2179,LAURENA,ALDAZ,0,99
2180,AURA,MOENCH,0,91
2181,ANNICE,CLAM,0,72
2182,ALLA,TOLLIVER,0,47
2183,KIYOKO,DYLLA,0,25
2184,JASPER,BAYN,1,62
2185,ISAIAS,CASUAT,1,61
2186,LATORIA,WITAKER,0,97
2187,NORMAN,PARKER,1,71
2188,LOURDES,LYDIA,0,46
2189,JOHNIE,IANUZZI,1,63
2190,RODRIGO,SOLLENBERGER,1,46
2191,WAYNE,MONTANA,1,35
2192,CLEMENTE,BOGH,1,99
2193,JAMA,MERENO,0,57
2194,ADAN,BASSIL,1,67
2195,SUSY,KENNEALLY,0,24
2196,ARCHIE,BUTLAND,1,86
2197,PHEBE,REUSCHEL,0,58
2198,EDUARDO,SELFE,1,85
2199,TOMAS,WILABAY,1,56
2200,CLARETTA,TOLE,0,29
2201,MANY,SKIBICKI,0,95
